idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada
568,Barcelona,Eibar,3,0,2018-2019
569,Betis,Real Madrid,1,2,2018-2019
570,Real Sociedad,Espanyol,3,2,2018-2019
571,Getafe,Alaves,4,0,2018-2019
572,Celta Vigo,Valencia,1,2,2018-2019
573,Real Madrid,Sevilla,2,0,2018-2019
574,Huesca,Atletico de Madrid,0,3,2018-2019
575,Barcelona,Leganes,3,1,2018-2019
576,Betis,Girona,3,2,2018-2019
577,Levante,Valladolid,2,0,2018-2019
578,Rayo Vallecano,Real Sociedad,2,2,2018-2019
579,Villarreal,Athletic Club,1,1,2018-2019
580,Eibar,Espanyol,3,0,2018-2019
581,Atletico de Madrid,Getafe,2,0,2018-2019
582,Valencia,Villarreal,3,0,2018-2019
583,Leganes,Eibar,2,2,2018-2019
584,Sevilla,Levante,5,0,2018-2019
585,Athletic Club,Betis,1,0,2018-2019
586,Espanyol,Real Madrid,2,4,2018-2019
587,Girona,Barcelona,0,2,2018-2019
588,Valladolid,Celta Vigo,2,1,2018-2019
589,Real Sociedad,Huesca,0,0,2018-2019
590,Alaves,Rayo Vallecano,0,1,2018-2019
591,Huesca,Valladolid,4,0,2018-2019
592,Barcelona,Valencia,2,2,2018-2019
593,Celta Vigo,Sevilla,1,0,2018-2019
594,Real Sociedad,Athletic Club,2,1,2018-2019
595,Levante,Getafe,0,0,2018-2019
596,Eibar,Girona,3,0,2018-2019
597,Real Madrid,Alaves,3,0,2018-2019
598,Betis,Atletico de Madrid,1,0,2018-2019
599,Villarreal,Espanyol,2,2,2018-2019
600,Rayo Vallecano,Leganes,1,2,2018-2019
601,Valladolid,Villarreal,0,0,2018-2019
602,Atletico de Madrid,Real Madrid,1,3,2018-2019
603,Espanyol,Rayo Vallecano,2,1,2018-2019
604,Girona,Huesca,0,2,2018-2019
605,Getafe,Celta Vigo,3,1,2018-2019
606,Athletic Club,Barcelona,0,0,2018-2019
607,Leganes,Betis,3,0,2018-2019
608,Sevilla,Eibar,2,2,2018-2019
609,Valencia,Real Sociedad,0,0,2018-2019
610,Alaves,Levante,2,0,2018-2019
611,Eibar,Getafe,2,2,2018-2019
612,Barcelona,Valladolid,1,0,2018-2019
613,Celta Vigo,Levante,1,4,2018-2019
614,Rayo Vallecano,Atletico de Madrid,0,1,2018-2019
615,Real Sociedad,Leganes,3,0,2018-2019
616,Betis,Alaves,1,1,2018-2019
617,Valencia,Espanyol,0,0,2018-2019
618,Real Madrid,Girona,1,2,2018-2019
619,Villarreal,Sevilla,3,0,2018-2019
620,Huesca,Athletic Club,0,1,2018-2019
621,Espanyol,Huesca,1,1,2018-2019
622,Alaves,Celta Vigo,0,0,2018-2019
623,Athletic Club,Eibar,1,0,2018-2019
624,Getafe,Rayo Vallecano,2,1,2018-2019
625,Sevilla,Barcelona,2,4,2018-2019
626,Atletico de Madrid,Villarreal,2,0,2018-2019
627,Leganes,Valencia,1,1,2018-2019
628,Levante,Real Madrid,1,2,2018-2019
629,Valladolid,Betis,0,2,2018-2019
630,Girona,Real Sociedad,0,0,2018-2019
631,Rayo Vallecano,Girona,0,2,2018-2019
632,Espanyol,Valladolid,3,1,2018-2019
633,Huesca,Sevilla,2,1,2018-2019
634,Real Madrid,Barcelona,0,1,2018-2019
635,Villarreal,Alaves,1,2,2018-2019
636,Betis,Getafe,1,2,2018-2019
637,Valencia,Athletic Club,2,0,2018-2019
638,Real Sociedad,Atletico de Madrid,0,2,2018-2019
639,Eibar,Celta Vigo,1,0,2018-2019
640,Leganes,Levante,1,0,2018-2019
641,Athletic Club,Espanyol,1,1,2018-2019
642,Alaves,Eibar,1,1,2018-2019
643,Atletico de Madrid,Leganes,1,0,2018-2019
644,Barcelona,Rayo Vallecano,3,1,2018-2019
645,Getafe,Huesca,2,1,2018-2019
646,Girona,Valencia,2,3,2018-2019
647,Levante,Villarreal,0,2,2018-2019
648,Celta Vigo,Betis,0,1,2018-2019
649,Valladolid,Real Madrid,1,4,2018-2019
650,Sevilla,Real Sociedad,5,2,2018-2019
651,Real Sociedad,Levante,1,1,2018-2019
652,Athletic Club,Atletico de Madrid,2,0,2018-2019
653,Huesca,Alaves,1,3,2018-2019
654,Real Madrid,Celta Vigo,2,0,2018-2019
655,Leganes,Girona,0,2,2018-2019
656,Eibar,Valladolid,1,2,2018-2019
657,Espanyol,Sevilla,0,1,2018-2019
658,Betis,Barcelona,1,4,2018-2019
659,Valencia,Getafe,0,0,2018-2019
660,Villarreal,Rayo Vallecano,3,1,2018-2019
661,Girona,Athletic Club,1,2,2018-2019
662,Alaves,Atletico de Madrid,0,4,2018-2019
663,Barcelona,Espanyol,2,0,2018-2019
664,Celta Vigo,Villarreal,3,2,2018-2019
665,Getafe,Leganes,0,2,2018-2019
666,Sevilla,Valencia,0,1,2018-2019
667,Rayo Vallecano,Betis,1,1,2018-2019
668,Levante,Eibar,2,2,2018-2019
669,Real Madrid,Huesca,3,2,2018-2019
670,Valladolid,Real Sociedad,1,1,2018-2019
671,Atletico de Madrid,Girona,2,0,2018-2019
672,Espanyol,Getafe,1,1,2018-2019
673,Villarreal,Barcelona,4,4,2018-2019
674,Athletic Club,Levante,3,2,2018-2019
675,Eibar,Rayo Vallecano,2,1,2018-2019
676,Huesca,Celta Vigo,3,3,2018-2019
677,Valencia,Real Madrid,2,1,2018-2019
678,Leganes,Valladolid,1,0,2018-2019
679,Sevilla,Alaves,2,0,2018-2019
680,Real Sociedad,Betis,2,1,2018-2019
681,Rayo Vallecano,Valencia,2,0,2018-2019
682,Barcelona,Atletico de Madrid,2,0,2018-2019
683,Real Madrid,Eibar,2,1,2018-2019
684,Girona,Espanyol,1,2,2018-2019
685,Alaves,Leganes,1,1,2018-2019
686,Betis,Villarreal,2,1,2018-2019
687,Celta Vigo,Real Sociedad,3,1,2018-2019
688,Getafe,Athletic Club,1,0,2018-2019
689,Levante,Huesca,2,2,2018-2019
690,Valladolid,Sevilla,0,2,2018-2019
691,Atletico de Madrid,Celta Vigo,2,0,2018-2019
692,Espanyol,Alaves,2,1,2018-2019
693,Huesca,Barcelona,0,0,2018-2019
694,Sevilla,Betis,3,2,2018-2019
695,Athletic Club,Rayo Vallecano,3,2,2018-2019
696,Girona,Villarreal,0,1,2018-2019
697,Real Sociedad,Eibar,1,1,2018-2019
698,Valladolid,Getafe,2,2,2018-2019
699,Valencia,Levante,3,1,2018-2019
700,Leganes,Real Madrid,1,1,2018-2019
701,Alaves,Valladolid,2,2,2018-2019
702,Barcelona,Real Sociedad,2,1,2018-2019
703,Celta Vigo,Girona,2,1,2018-2019
704,Eibar,Atletico de Madrid,0,1,2018-2019
705,Rayo Vallecano,Huesca,0,0,2018-2019
706,Betis,Valencia,1,2,2018-2019
707,Getafe,Sevilla,3,0,2018-2019
708,Real Madrid,Athletic Club,3,0,2018-2019
709,Levante,Espanyol,2,2,2018-2019
710,Villarreal,Leganes,2,1,2018-2019
711,Alaves,Barcelona,0,2,2018-2019
712,Huesca,Eibar,2,0,2018-2019
713,Valladolid,Girona,1,0,2018-2019
714,Atletico de Madrid,Valencia,3,2,2018-2019
715,Leganes,Athletic Club,0,1,2018-2019
716,Levante,Betis,4,0,2018-2019
717,Espanyol,Celta Vigo,1,1,2018-2019
718,Getafe,Real Madrid,0,0,2018-2019
719,Real Sociedad,Villarreal,0,1,2018-2019
720,Sevilla,Rayo Vallecano,5,0,2018-2019
721,Atletico de Madrid,Valladolid,1,0,2018-2019
722,Barcelona,Levante,1,0,2018-2019
723,Athletic Club,Alaves,1,1,2018-2019
724,Leganes,Celta Vigo,0,0,2018-2019
725,Girona,Sevilla,1,0,2018-2019
726,Rayo Vallecano,Real Madrid,1,0,2018-2019
727,Valencia,Eibar,0,1,2018-2019
728,Real Sociedad,Getafe,2,1,2018-2019
729,Villarreal,Huesca,1,1,2018-2019
730,Betis,Espanyol,1,1,2018-2019
731,Sevilla,Leganes,0,3,2018-2019
732,Alaves,Real Sociedad,0,1,2018-2019
733,Levante,Rayo Vallecano,4,1,2018-2019
734,Espanyol,Atletico de Madrid,3,0,2018-2019
735,Celta Vigo,Barcelona,2,0,2018-2019
736,Getafe,Girona,2,0,2018-2019
737,Huesca,Valencia,2,6,2018-2019
738,Real Madrid,Villarreal,3,2,2018-2019
739,Valladolid,Athletic Club,1,0,2018-2019
740,Eibar,Betis,1,0,2018-2019
741,Athletic Club,Celta Vigo,3,1,2018-2019
742,Atletico de Madrid,Sevilla,1,1,2018-2019
743,Barcelona,Getafe,2,0,2018-2019
744,Betis,Huesca,2,1,2018-2019
745,Girona,Levante,1,2,2018-2019
746,Rayo Vallecano,Valladolid,1,2,2018-2019
747,Valencia,Alaves,3,1,2018-2019
748,Villarreal,Eibar,1,0,2018-2019
749,Leganes,Espanyol,0,2,2018-2019
750,Real Sociedad,Real Madrid,3,1,2018-2019
751,Alaves,Girona,2,1,2018-2019
752,Celta Vigo,Rayo Vallecano,2,2,2018-2019
753,Espanyol,Real Sociedad,2,0,2018-2019
754,Getafe,Villarreal,2,2,2018-2019
755,Huesca,Leganes,2,1,2018-2019
756,Sevilla,Athletic Club,2,0,2018-2019
757,Levante,Atletico de Madrid,2,2,2018-2019
758,Valladolid,Valencia,0,2,2018-2019
759,Eibar,Barcelona,2,2,2018-2019
760,Real Madrid,Betis,0,2,2018-2019
761,Athletic Club,Barcelona,1,0,2019-2020
762,Celta Vigo,Real Madrid,1,3,2019-2020
763,Valencia,Real Sociedad,1,1,2019-2020
764,Leganes,Osasuna,0,1,2019-2020
765,Villarreal,Granada,4,4,2019-2020
766,Mallorca,Eibar,2,1,2019-2020
767,Alaves,Levante,1,0,2019-2020
768,Espanyol,Sevilla,0,2,2019-2020
769,Atletico de Madrid,Getafe,1,0,2019-2020
770,Betis,Valladolid,1,2,2019-2020
771,Granada,Sevilla,0,1,2019-2020
772,Levante,Villarreal,2,1,2019-2020
773,Osasuna,Eibar,0,0,2019-2020
774,Real Madrid,Valladolid,1,1,2019-2020
775,Celta Vigo,Valencia,1,0,2019-2020
776,Getafe,Athletic Club,1,1,2019-2020
777,Alaves,Espanyol,0,0,2019-2020
778,Mallorca,Real Sociedad,0,1,2019-2020
779,Barcelona,Betis,5,2,2019-2020
780,Leganes,Atletico de Madrid,0,1,2019-2020
781,Sevilla,Celta Vigo,1,1,2019-2020
782,Athletic Club,Real Sociedad,2,0,2019-2020
783,Osasuna,Barcelona,2,2,2019-2020
784,Getafe,Alaves,1,1,2019-2020
785,Levante,Valladolid,2,0,2019-2020
786,Betis,Leganes,2,1,2019-2020
787,Valencia,Mallorca,2,0,2019-2020
788,Atletico de Madrid,Eibar,3,2,2019-2020
789,Espanyol,Granada,0,3,2019-2020
790,Villarreal,Real Madrid,2,2,2019-2020
791,Mallorca,Athletic Club,0,0,2019-2020
792,Barcelona,Valencia,5,2,2019-2020
793,Leganes,Villarreal,0,3,2019-2020
794,Real Madrid,Levante,3,2,2019-2020
795,Real Sociedad,Atletico de Madrid,2,0,2019-2020
796,Alaves,Sevilla,0,1,2019-2020
797,Betis,Getafe,1,1,2019-2020
798,Celta Vigo,Granada,0,2,2019-2020
799,Eibar,Espanyol,1,2,2019-2020
800,Valladolid,Osasuna,1,1,2019-2020
801,Osasuna,Betis,0,0,2019-2020
802,Atletico de Madrid,Celta Vigo,0,0,2019-2020
803,Granada,Barcelona,2,0,2019-2020
804,Levante,Eibar,0,0,2019-2020
805,Villarreal,Valladolid,2,0,2019-2020
806,Athletic Club,Alaves,2,0,2019-2020
807,Espanyol,Real Sociedad,1,3,2019-2020
808,Getafe,Mallorca,4,2,2019-2020
809,Sevilla,Real Madrid,0,1,2019-2020
810,Valencia,Leganes,1,1,2019-2020
811,Barcelona,Villarreal,2,1,2019-2020
812,Betis,Levante,3,1,2019-2020
813,Valladolid,Granada,1,1,2019-2020
814,Leganes,Athletic Club,1,1,2019-2020
815,Mallorca,Atletico de Madrid,0,2,2019-2020
816,Real Madrid,Osasuna,2,0,2019-2020
817,Valencia,Getafe,3,3,2019-2020
818,Celta Vigo,Espanyol,1,1,2019-2020
819,Eibar,Sevilla,3,2,2019-2020
820,Real Sociedad,Alaves,3,0,2019-2020
821,Villarreal,Betis,5,1,2019-2020
822,Athletic Club,Valencia,0,1,2019-2020
823,Atletico de Madrid,Real Madrid,0,0,2019-2020
824,Getafe,Barcelona,0,2,2019-2020
825,Granada,Leganes,1,0,2019-2020
826,Alaves,Mallorca,2,0,2019-2020
827,Eibar,Celta Vigo,2,0,2019-2020
828,Espanyol,Valladolid,0,2,2019-2020
829,Levante,Osasuna,1,1,2019-2020
830,Sevilla,Real Sociedad,3,2,2019-2020
831,Betis,Eibar,1,1,2019-2020
832,Leganes,Levante,1,2,2019-2020
833,Osasuna,Villarreal,2,1,2019-2020
834,Real Madrid,Granada,4,2,2019-2020
835,Valencia,Alaves,2,1,2019-2020
836,Barcelona,Sevilla,4,0,2019-2020
837,Celta Vigo,Athletic Club,1,0,2019-2020
838,Mallorca,Espanyol,2,0,2019-2020
839,Real Sociedad,Getafe,1,2,2019-2020
840,Valladolid,Atletico de Madrid,0,0,2019-2020
841,Granada,Osasuna,1,0,2019-2020
842,Atletico de Madrid,Valencia,1,1,2019-2020
843,Eibar,Barcelona,0,3,2019-2020
844,Getafe,Leganes,2,0,2019-2020
845,Mallorca,Real Madrid,1,0,2019-2020
846,Alaves,Celta Vigo,2,0,2019-2020
847,Athletic Club,Valladolid,1,1,2019-2020
848,Espanyol,Villarreal,0,1,2019-2020
849,Real Sociedad,Betis,3,1,2019-2020
850,Sevilla,Levante,1,0,2019-2020
851,Villarreal,Alaves,4,1,2019-2020
852,Atletico de Madrid,Athletic Club,2,0,2019-2020
853,Leganes,Mallorca,1,0,2019-2020
854,Valladolid,Eibar,2,0,2019-2020
855,Celta Vigo,Real Sociedad,0,1,2019-2020
856,Granada,Betis,1,0,2019-2020
857,Levante,Espanyol,0,1,2019-2020
858,Osasuna,Valencia,3,1,2019-2020
859,Sevilla,Getafe,2,0,2019-2020
860,Barcelona,Real Madrid,0,0,2019-2020
861,Alaves,Atletico de Madrid,1,1,2019-2020
862,Barcelona,Valladolid,5,1,2019-2020
863,Athletic Club,Espanyol,3,0,2019-2020
864,Betis,Celta Vigo,2,1,2019-2020
865,Real Madrid,Leganes,5,0,2019-2020
866,Real Sociedad,Levante,1,2,2019-2020
867,Valencia,Sevilla,1,1,2019-2020
868,Eibar,Villarreal,2,1,2019-2020
869,Getafe,Granada,3,1,2019-2020
870,Mallorca,Osasuna,2,2,2019-2020
871,Espanyol,Valencia,1,2,2019-2020
872,Levante,Barcelona,3,1,2019-2020
873,Real Madrid,Betis,0,0,2019-2020
874,Sevilla,Atletico de Madrid,1,1,2019-2020
875,Celta Vigo,Getafe,0,1,2019-2020
876,Granada,Real Sociedad,1,2,2019-2020
877,Leganes,Eibar,1,2,2019-2020
878,Osasuna,Alaves,4,2,2019-2020
879,Villarreal,Athletic Club,0,0,2019-2020
880,Valladolid,Mallorca,3,0,2019-2020
881,Real Sociedad,Leganes,1,1,2019-2020
882,Alaves,Valladolid,3,0,2019-2020
883,Barcelona,Celta Vigo,4,1,2019-2020
884,Eibar,Real Madrid,0,4,2019-2020
885,Valencia,Granada,2,0,2019-2020
886,Athletic Club,Levante,2,1,2019-2020
887,Atletico de Madrid,Espanyol,3,1,2019-2020
888,Betis,Sevilla,1,2,2019-2020
889,Getafe,Osasuna,0,0,2019-2020
890,Mallorca,Villarreal,3,1,2019-2020
891,Levante,Mallorca,2,1,2019-2020
892,Betis,Valencia,2,1,2019-2020
893,Granada,Atletico de Madrid,1,1,2019-2020
894,Leganes,Barcelona,1,2,2019-2020
895,Real Madrid,Real Sociedad,3,1,2019-2020
896,Eibar,Alaves,0,2,2019-2020
897,Espanyol,Getafe,1,1,2019-2020
898,Osasuna,Athletic Club,1,2,2019-2020
899,Villarreal,Celta Vigo,1,3,2019-2020
900,Valladolid,Sevilla,0,1,2019-2020
901,Celta Vigo,Valladolid,0,0,2019-2020
902,Alaves,Real Madrid,1,2,2019-2020
903,Mallorca,Betis,1,2,2019-2020
904,Real Sociedad,Eibar,4,1,2019-2020
905,Valencia,Villarreal,2,1,2019-2020
906,Athletic Club,Granada,2,0,2019-2020
907,Atletico de Madrid,Barcelona,0,1,2019-2020
908,Espanyol,Osasuna,2,4,2019-2020
909,Getafe,Levante,4,0,2019-2020
910,Sevilla,Leganes,1,0,2019-2020
911,Villarreal,Atletico de Madrid,0,0,2019-2020
912,Barcelona,Mallorca,5,2,2019-2020
913,Granada,Alaves,3,0,2019-2020
914,Levante,Valencia,2,4,2019-2020
915,Real Madrid,Espanyol,2,0,2019-2020
916,Betis,Athletic Club,3,2,2019-2020
917,Eibar,Getafe,0,1,2019-2020
918,Leganes,Celta Vigo,3,2,2019-2020
919,Osasuna,Sevilla,1,1,2019-2020
920,Valladolid,Real Sociedad,0,0,2019-2020
921,Alaves,Leganes,1,1,2019-2020
922,Athletic Club,Eibar,0,0,2019-2020
923,Atletico de Madrid,Osasuna,2,0,2019-2020
924,Granada,Levante,1,2,2019-2020
925,Real Sociedad,Barcelona,2,2,2019-2020
926,Celta Vigo,Mallorca,2,2,2019-2020
927,Espanyol,Betis,2,2,2019-2020
928,Getafe,Valladolid,2,0,2019-2020
929,Sevilla,Villarreal,1,2,2019-2020
930,Valencia,Real Madrid,1,1,2019-2020
931,Eibar,Granada,3,0,2019-2020
932,Barcelona,Alaves,4,1,2019-2020
933,Mallorca,Sevilla,0,2,2019-2020
934,Villarreal,Getafe,1,0,2019-2020
935,Valladolid,Valencia,1,1,2019-2020
936,Betis,Atletico de Madrid,1,2,2019-2020
937,Leganes,Espanyol,2,0,2019-2020
938,Levante,Celta Vigo,3,1,2019-2020
939,Osasuna,Real Sociedad,3,4,2019-2020
940,Real Madrid,Athletic Club,0,0,2019-2020
941,Sevilla,Athletic Club,1,1,2019-2020
942,Valladolid,Leganes,2,2,2019-2020
943,Atletico de Madrid,Levante,2,1,2019-2020
944,Espanyol,Barcelona,2,2,2019-2020
945,Getafe,Real Madrid,0,3,2019-2020
946,Valencia,Eibar,1,0,2019-2020
947,Alaves,Betis,1,1,2019-2020
948,Celta Vigo,Osasuna,1,1,2019-2020
949,Granada,Mallorca,1,0,2019-2020
950,Real Sociedad,Villarreal,1,2,2019-2020
951,Leganes,Getafe,0,3,2019-2020
952,Eibar,Atletico de Madrid,2,0,2019-2020
953,Levante,Alaves,0,1,2019-2020
954,Osasuna,Valladolid,0,0,2019-2020
955,Real Madrid,Sevilla,2,1,2019-2020
956,Athletic Club,Celta Vigo,1,1,2019-2020
957,Barcelona,Granada,1,0,2019-2020
958,Betis,Real Sociedad,3,0,2019-2020
959,Mallorca,Valencia,4,1,2019-2020
960,Villarreal,Espanyol,1,2,2019-2020
961,Osasuna,Levante,2,0,2019-2020
962,Alaves,Villarreal,1,2,2019-2020
963,Espanyol,Athletic Club,1,1,2019-2020
964,Sevilla,Granada,2,0,2019-2020
965,Valencia,Barcelona,2,0,2019-2020
966,Atletico de Madrid,Leganes,0,0,2019-2020
967,Celta Vigo,Eibar,0,0,2019-2020
968,Getafe,Betis,1,0,2019-2020
969,Real Sociedad,Mallorca,3,0,2019-2020
970,Valladolid,Real Madrid,0,1,2019-2020
971,Granada,Espanyol,2,1,2019-2020
972,Mallorca,Valladolid,0,1,2019-2020
973,Real Madrid,Atletico de Madrid,1,0,2019-2020
974,Valencia,Celta Vigo,1,0,2019-2020
975,Athletic Club,Getafe,0,2,2019-2020
976,Barcelona,Levante,2,1,2019-2020
977,Eibar,Betis,1,1,2019-2020
978,Leganes,Real Sociedad,2,1,2019-2020
979,Sevilla,Alaves,1,1,2019-2020
980,Villarreal,Osasuna,3,1,2019-2020
981,Alaves,Eibar,2,1,2019-2020
982,Atletico de Madrid,Granada,1,0,2019-2020
983,Getafe,Valencia,3,0,2019-2020
984,Levante,Leganes,2,0,2019-2020
985,Valladolid,Villarreal,1,1,2019-2020
986,Betis,Barcelona,2,3,2019-2020
987,Celta Vigo,Sevilla,2,1,2019-2020
988,Espanyol,Mallorca,1,0,2019-2020
989,Osasuna,Real Madrid,1,4,2019-2020
990,Real Sociedad,Athletic Club,2,1,2019-2020
991,Valencia,Atletico de Madrid,2,2,2019-2020
992,Barcelona,Getafe,2,1,2019-2020
993,Granada,Valladolid,2,1,2019-2020
994,Mallorca,Alaves,1,0,2019-2020
995,Villarreal,Levante,2,1,2019-2020
996,Athletic Club,Osasuna,0,1,2019-2020
997,Leganes,Betis,0,0,2019-2020
998,Real Madrid,Celta Vigo,2,2,2019-2020
999,Sevilla,Espanyol,2,2,2019-2020
1000,Eibar,Real Sociedad,1,2,2019-2020
1001,Betis,Mallorca,3,3,2019-2020
1002,Barcelona,Eibar,5,0,2019-2020
1003,Celta Vigo,Leganes,1,0,2019-2020
1004,Levante,Real Madrid,1,0,2019-2020
1005,Real Sociedad,Valencia,3,0,2019-2020
1006,Alaves,Athletic Club,2,1,2019-2020
1007,Atletico de Madrid,Villarreal,3,1,2019-2020
1008,Getafe,Sevilla,0,3,2019-2020
1009,Osasuna,Granada,0,3,2019-2020
1010,Valladolid,Espanyol,2,1,2019-2020
1011,Real Sociedad,Valladolid,1,0,2019-2020
1012,Eibar,Levante,3,0,2019-2020
1013,Granada,Celta Vigo,0,0,2019-2020
1014,Leganes,Alaves,1,1,2019-2020
1015,Valencia,Betis,2,1,2019-2020
1016,Athletic Club,Villarreal,1,0,2019-2020
1017,Espanyol,Atletico de Madrid,1,1,2019-2020
1018,Mallorca,Getafe,0,1,2019-2020
1019,Real Madrid,Barcelona,2,0,2019-2020
1020,Sevilla,Osasuna,3,2,2019-2020
1021,Alaves,Valencia,1,1,2019-2020
1022,Atletico de Madrid,Sevilla,2,2,2019-2020
1023,Barcelona,Real Sociedad,1,0,2019-2020
1024,Eibar,Mallorca,1,2,2019-2020
1025,Getafe,Celta Vigo,0,0,2019-2020
1026,Betis,Real Madrid,2,1,2019-2020
1027,Levante,Granada,1,1,2019-2020
1028,Osasuna,Espanyol,1,0,2019-2020
1029,Villarreal,Leganes,1,2,2019-2020
1030,Valladolid,Athletic Club,1,4,2019-2020
1031,Sevilla,Betis,2,0,2019-2020
1032,Granada,Getafe,2,1,2019-2020
1033,Valencia,Levante,1,1,2019-2020
1034,Celta Vigo,Villarreal,0,1,2019-2020
1035,Espanyol,Alaves,2,0,2019-2020
1036,Leganes,Valladolid,1,2,2019-2020
1037,Mallorca,Barcelona,0,4,2019-2020
1038,Athletic Club,Atletico de Madrid,1,1,2019-2020
1039,Real Madrid,Eibar,3,1,2019-2020
1040,Real Sociedad,Osasuna,1,1,2019-2020
1041,Betis,Granada,2,2,2019-2020
1042,Levante,Sevilla,1,1,2019-2020
1043,Barcelona,Leganes,2,0,2019-2020
1044,Getafe,Espanyol,0,0,2019-2020
1045,Villarreal,Mallorca,1,0,2019-2020
1046,Eibar,Athletic Club,2,2,2019-2020
1047,Osasuna,Atletico de Madrid,0,5,2019-2020
1048,Valladolid,Celta Vigo,0,0,2019-2020
1049,Alaves,Real Sociedad,2,0,2019-2020
1050,Real Madrid,Valencia,3,0,2019-2020
1051,Granada,Villarreal,0,1,2019-2020
1052,Mallorca,Leganes,1,1,2019-2020
1053,Sevilla,Barcelona,0,0,2019-2020
1054,Athletic Club,Betis,1,0,2019-2020
1055,Atletico de Madrid,Valladolid,1,0,2019-2020
1056,Espanyol,Levante,1,3,2019-2020
1057,Getafe,Eibar,1,1,2019-2020
1058,Celta Vigo,Alaves,6,0,2019-2020
1059,Real Sociedad,Real Madrid,1,2,2019-2020
1060,Valencia,Osasuna,2,0,2019-2020
1061,Leganes,Granada,0,0,2019-2020
1062,Villarreal,Sevilla,2,2,2019-2020
1063,Barcelona,Athletic Club,1,0,2019-2020
1064,Levante,Atletico de Madrid,0,1,2019-2020
1065,Valladolid,Getafe,1,1,2019-2020
1066,Alaves,Osasuna,0,1,2019-2020
1067,Real Madrid,Mallorca,2,0,2019-2020
1068,Real Sociedad,Celta Vigo,0,1,2019-2020
1069,Betis,Espanyol,1,0,2019-2020
1070,Eibar,Valencia,1,0,2019-2020
1071,Sevilla,Valladolid,1,1,2019-2020
1072,Athletic Club,Mallorca,3,1,2019-2020
1073,Atletico de Madrid,Alaves,2,1,2019-2020
1074,Celta Vigo,Barcelona,2,2,2019-2020
1075,Osasuna,Leganes,2,1,2019-2020
1076,Espanyol,Real Madrid,0,1,2019-2020
1077,Granada,Eibar,1,2,2019-2020
1078,Levante,Betis,4,2,2019-2020
1079,Villarreal,Valencia,2,0,2019-2020
1080,Getafe,Real Sociedad,2,1,2019-2020
1081,Barcelona,Atletico de Madrid,2,2,2019-2020
1082,Leganes,Sevilla,0,3,2019-2020
1083,Mallorca,Celta Vigo,5,1,2019-2020
1084,Alaves,Granada,0,2,2019-2020
1085,Betis,Villarreal,0,2,2019-2020
1086,Valencia,Athletic Club,0,2,2019-2020
1087,Valladolid,Levante,0,0,2019-2020
1088,Eibar,Osasuna,0,2,2019-2020
1089,Real Madrid,Getafe,1,0,2019-2020
1090,Real Sociedad,Espanyol,2,1,2019-2020
1091,Atletico de Madrid,Mallorca,3,0,2019-2020
1092,Celta Vigo,Betis,1,1,2019-2020
1093,Granada,Valencia,2,2,2019-2020
1094,Valladolid,Alaves,1,0,2019-2020
1095,Athletic Club,Real Madrid,0,1,2019-2020
1096,Espanyol,Leganes,0,1,2019-2020
1097,Osasuna,Getafe,0,0,2019-2020
1098,Villarreal,Barcelona,1,4,2019-2020
1099,Levante,Real Sociedad,1,1,2019-2020
1100,Sevilla,Eibar,1,0,2019-2020
1101,Celta Vigo,Atletico de Madrid,1,1,2019-2020
1102,Valencia,Valladolid,2,1,2019-2020
1103,Barcelona,Espanyol,1,0,2019-2020
1104,Betis,Osasuna,3,0,2019-2020
1105,Getafe,Villarreal,1,3,2019-2020
1106,Athletic Club,Sevilla,1,2,2019-2020
1107,Eibar,Leganes,0,0,2019-2020
1108,Mallorca,Levante,2,0,2019-2020
1109,Real Madrid,Alaves,2,0,2019-2020
1110,Real Sociedad,Granada,2,3,2019-2020
1111,Atletico de Madrid,Betis,1,0,2019-2020
1112,Osasuna,Celta Vigo,2,1,2019-2020
1113,Valladolid,Barcelona,0,1,2019-2020
1114,Espanyol,Eibar,0,2,2019-2020
1115,Leganes,Valencia,1,0,2019-2020
1116,Levante,Athletic Club,1,2,2019-2020
1117,Sevilla,Mallorca,2,0,2019-2020
1118,Alaves,Getafe,0,0,2019-2020
1119,Granada,Real Madrid,1,2,2019-2020
1120,Villarreal,Real Sociedad,1,2,2019-2020
1121,Athletic Club,Leganes,0,2,2019-2020
1122,Barcelona,Osasuna,1,2,2019-2020
1123,Betis,Alaves,1,2,2019-2020
1124,Celta Vigo,Levante,2,3,2019-2020
1125,Eibar,Valladolid,3,1,2019-2020
1126,Getafe,Atletico de Madrid,0,2,2019-2020
1127,Mallorca,Granada,1,2,2019-2020
1128,Real Madrid,Villarreal,2,1,2019-2020
1129,Real Sociedad,Sevilla,0,0,2019-2020
1130,Valencia,Espanyol,1,0,2019-2020
1131,Alaves,Barcelona,0,5,2019-2020
1132,Atletico de Madrid,Real Sociedad,1,1,2019-2020
1133,Espanyol,Celta Vigo,0,0,2019-2020
1134,Granada,Athletic Club,4,0,2019-2020
1135,Leganes,Real Madrid,2,2,2019-2020
1136,Levante,Getafe,1,0,2019-2020
1137,Osasuna,Mallorca,2,2,2019-2020
1138,Sevilla,Valencia,1,0,2019-2020
1139,Villarreal,Eibar,4,0,2019-2020
1140,Valladolid,Betis,2,0,2019-2020
1141,Granada,Athletic Club,2,0,2020-2021
1142,Eibar,Celta Vigo,0,0,2020-2021
